,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2
11, , , , , , ,유땅, , ,1,0,0,0,0.000,김강민,구장 : 문학,"관중 : 22,467",2013.03.31(일),개시 : 14:00,경기시간 : 3:16,SK,LG
12, , , , , , , , , ,0,0,0,0,0.000,김정훈,구장 : 문학,"관중 : 22,467",2013.03.31(일),개시 : 14:00,경기시간 : 3:16,SK,LG
13, , ,우안, ,유실, ,중비, , ,3,1,0,0,0.200,임훈,구장 : 문학,"관중 : 22,467",2013.03.31(일),개시 : 14:00,경기시간 : 3:16,SK,LG
0,삼진, ,중안, ,중비, , ,4구,중안,4,2,1,2,0.556,이대수,구장 : 사직,"관중 : 17,828",2013.03.31(일),개시 : 14:00,경기시간 : 4:01,한화,롯데
1,1땅, ,2땅, ,유땅, , ,2땅,투땅,5,0,0,0,0.000,추승우,구장 : 사직,"관중 : 17,828",2013.03.31(일),개시 : 14:00,경기시간 : 4:01,한화,롯데
2,삼진, ,삼진, , ,좌2, ,투땅,좌비,5,1,1,1,0.300,김태완,구장 : 사직,"관중 : 17,828",2013.03.31(일),개시 : 14:00,경기시간 : 4:01,한화,롯데
3, ,삼진, ,유땅, ,중비, ,우중2,좌안,5,2,1,1,0.500,김태균,구장 : 사직,"관중 : 17,828",2013.03.31(일),개시 : 14:00,경기시간 : 4:01,한화,롯데
4, ,2땅, ,좌중안, ,좌2, ,우중안, ,4,3,2,0,0.375,최진행,구장 : 사직,"관중 : 17,828",2013.03.31(일),개시 : 14:00,경기시간 : 4:01,한화,롯데
5, , , , , , , , ,삼진,1,0,0,0,0.000,이여상,구장 : 사직,"관중 : 17,828",2013.03.31(일),개시 : 14:00,경기시간 : 4:01,한화,롯데
6, ,중비, ,유비, ,2직, ,중안, ,4,1,0,0,0.250,정현석,구장 : 사직,"관중 : 17,828",2013.03.31(일),개시 : 14:00,경기시간 : 4:01,한화,롯데
7, , ,사구,중비, , , , , ,1,0,0,0,0.000,이학준,구장 : 사직,"관중 : 17,828",2013.03.31(일),개시 : 14:00,경기시간 : 4:01,한화,롯데
8, , , , , , ,1땅, , ,1,0,0,0,0.000,연경흠,구장 : 사직,"관중 : 17,828",2013.03.31(일),개시 : 14:00,경기시간 : 4:01,한화,롯데
9, , , , , , , , , ,0,0,0,0,0.000,조정원,구장 : 사직,"관중 : 17,828",2013.03.31(일),개시 : 14:00,경기시간 : 4:01,한화,롯데
10, , , , , , , ,사구, ,0,0,0,0,0.000,한상훈,구장 : 사직,"관중 : 17,828",2013.03.31(일),개시 : 14:00,경기시간 : 4:01,한화,롯데
11, , ,4구, ,4구, ,삼진, , ,1,0,0,1,0.000,한승택,구장 : 사직,"관중 : 17,828",2013.03.31(일),개시 : 14:00,경기시간 : 4:01,한화,롯데
12, , , , , , , ,삼진, ,1,0,0,0,0.000,이양기,구장 : 사직,"관중 : 17,828",2013.03.31(일),개시 : 14:00,경기시간 : 4:01,한화,롯데
13, , , , , , , , , ,0,0,0,0,0.000,정범모,구장 : 사직,"관중 : 17,828",2013.03.31(일),개시 : 14:00,경기시간 : 4:01,한화,롯데
14, , ,중안, ,투희번, ,1땅, ,우안,3,2,0,0,0.667,오선진,구장 : 사직,"관중 : 17,828",2013.03.31(일),개시 : 14:00,경기시간 : 4:01,한화,롯데
0,4구, ,유땅, ,투2병,좌안, , ,4구,3,1,1,1,0.286,전준우,구장 : 사직,"관중 : 17,828",2013.03.31(일),개시 : 14:00,경기시간 : 4:01,롯데,한화
1,2땅, ,좌안, , ,3안/ 4구, , , ,3,2,0,1,0.375,조성환,구장 : 사직,"관중 : 17,828",2013.03.31(일),개시 : 14:00,경기시간 : 4:01,롯데,한화
2, , , , , , , , ,4구,0,0,0,0,0.000,문규현,구장 : 사직,"관중 : 17,828",2013.03.31(일),개시 : 14:00,경기시간 : 4:01,롯데,한화
3,좌안, ,2땅, , ,우안/ 삼진, , ,우안,5,3,1,0,0.750,손아섭,구장 : 사직,"관중 : 17,828",2013.03.31(일),개시 : 14:00,경기시간 : 4:01,롯데,한화
4,유2병, , ,유비, ,좌중안,중비, , ,4,1,1,1,0.286,강민호,구장 : 사직,"관중 : 17,828",2013.03.31(일),개시 : 14:00,경기시간 : 4:01,롯데,한화
5, , , , , , , , , ,0,0,0,0,0.000,용덕한,구장 : 사직,"관중 : 17,828",2013.03.31(일),개시 : 14:00,경기시간 : 4:01,롯데,한화
6, ,좌중2, ,4구, ,4구,1땅, , ,2,1,0,0,0.400,장성호,구장 : 사직,"관중 : 17,828",2013.03.31(일),개시 : 14:00,경기시간 : 4:01,롯데,한화
7, ,투희실, ,3땅, ,3땅,우비, , ,3,0,0,1,0.000,황재균,구장 : 사직,"관중 : 17,828",2013.03.31(일),개시 : 14:00,경기시간 : 4:01,롯데,한화
8, ,1땅, ,2땅, ,유땅, ,투땅, ,4,0,1,1,0.000,박종윤,구장 : 사직,"관중 : 17,828",2013.03.31(일),개시 : 14:00,경기시간 : 4:01,롯데,한화
9, ,삼진, , ,3땅,우안, , , ,3,1,1,1,0.333,박준서,구장 : 사직,"관중 : 17,828",2013.03.31(일),개시 : 14:00,경기시간 : 4:01,롯데,한화
10, , , , , , , ,3파, ,1,0,0,0,0.000,김문호,구장 : 사직,"관중 : 17,828",2013.03.31(일),개시 : 14:00,경기시간 : 4:01,롯데,한화
11, ,삼진, , ,4구,중안, ,유땅, ,3,1,1,0,0.167,박기혁,구장 : 사직,"관중 : 17,828",2013.03.31(일),개시 : 14:00,경기시간 : 4:01,롯데,한화
0,우비, ,중안,삼진,삼진, , ,삼진, ,5,1,0,1,0.125,이종욱,구장 : 대구,"관중 : 8,158",2013.03.31(일),개시 : 14:01,경기시간 : 3:22,두산,삼성
1,중안, ,삼진, ,우중2,삼진, ,삼진, ,5,2,0,1,0.333,손시헌,구장 : 대구,"관중 : 8,158",2013.03.31(일),개시 : 14:01,경기시간 : 3:22,두산,삼성
2,삼진, ,4구, ,4구,1직, , ,중안,3,1,0,1,0.500,김현수,구장 : 대구,"관중 : 8,158",2013.03.31(일),개시 : 14:01,경기시간 : 3:22,두산,삼성
3,3땅, ,유땅, ,3비,좌안, , , ,4,1,1,1,0.286,김동주,구장 : 대구,"관중 : 8,158",2013.03.31(일),개시 : 14:01,경기시간 : 3:22,두산,삼성
4, , , , , , , , ,삼진,1,0,0,0,0.000,오재일,구장 : 대구,"관중 : 8,158",2013.03.31(일),개시 : 14:01,경기시간 : 3:22,두산,삼성
5, , , , , , , , , ,0,0,0,0,0.000,김재호,구장 : 대구,"관중 : 8,158",2013.03.31(일),개시 : 14:01,경기시간 : 3:22,두산,삼성
6, ,3땅,좌중2, ,중안,좌비, , , ,4,2,3,1,0.286,홍성흔,구장 : 대구,"관중 : 8,158",2013.03.31(일),개시 : 14:01,경기시간 : 3:22,두산,삼성
7, , , , , , , , ,우비,1,0,0,0,0.000,최준석,구장 : 대구,"관중 : 8,158",2013.03.31(일),개시 : 14:01,경기시간 : 3:22,두산,삼성
8, ,우중3,1땅, ,4구, ,4구, ,삼진,3,1,0,1,0.429,오재원,구장 : 대구,"관중 : 8,158",2013.03.31(일),개시 : 14:01,경기시간 : 3:22,두산,삼성
9, ,우희비, ,중비,중안, ,유2병, , ,3,1,2,0,0.286,허경민,구장 : 대구,"관중 : 8,158",2013.03.31(일),개시 : 14:01,경기시간 : 3:22,두산,삼성
10, ,우비, ,좌2,사구, ,2땅, , ,3,1,1,0,0.429,양의지,구장 : 대구,"관중 : 8,158",2013.03.31(일),개시 : 14:01,경기시간 : 3:22,두산,삼성
11, , ,좌안,2땅,좌비, , ,유비, ,4,1,0,1,0.250,정수빈,구장 : 대구,"관중 : 8,158",2013.03.31(일),개시 : 14:01,경기시간 : 3:22,두산,삼성
0,좌안, ,우2, ,삼진, , ,좌안, ,4,3,0,1,0.556,배영섭,구장 : 대구,"관중 : 8,158",2013.03.31(일),개시 : 14:01,경기시간 : 3:22,삼성,두산
1,1땅, ,삼진, ,1땅, , , , ,3,0,0,0,0.000,신명철,구장 : 대구,"관중 : 8,158",2013.03.31(일),개시 : 14:01,경기시간 : 3:22,삼성,두산
2, , , , , , , , , ,0,0,0,0,0.000,우동균,구장 : 대구,"관중 : 8,158",2013.03.31(일),개시 : 14:01,경기시간 : 3:22,삼성,두산
3, , , , , , , ,3땅, ,1,0,0,0,0.000,조동찬,구장 : 대구,"관중 : 8,158",2013.03.31(일),개시 : 14:01,경기시간 : 3:22,삼성,두산
4,1땅, ,중비, ,중비, , ,2안, ,4,1,0,1,0.125,이승엽,구장 : 대구,"관중 : 8,158",2013.03.31(일),개시 : 14:01,경기시간 : 3:22,삼성,두산
5,중안, ,중안, , ,2땅, ,4구, ,3,2,1,1,0.429,최형우,구장 : 대구,"관중 : 8,158",2013.03.31(일),개시 : 14:01,경기시간 : 3:22,삼성,두산
6,좌중2, ,중안, , ,2땅, ,2땅, ,4,2,2,0,0.500,박석민,구장 : 대구,"관중 : 8,158",2013.03.31(일),개시 : 14:01,경기시간 : 3:22,삼성,두산
7,1땅, ,삼진, , ,삼진, , ,유땅,4,0,0,0,0.333,박한이,구장 : 대구,"관중 : 8,158",2013.03.31(일),개시 : 14:01,경기시간 : 3:22,삼성,두산
8, ,3땅, ,1땅, , ,유땅, ,3파,4,0,0,0,0.000,채태인,구장 : 대구,"관중 : 8,158",2013.03.31(일),개시 : 14:01,경기시간 : 3:22,삼성,두산
9, ,삼진, ,3땅, , , , , ,2,0,0,0,0.000,이지영,구장 : 대구,"관중 : 8,158",2013.03.31(일),개시 : 14:01,경기시간 : 3:22,삼성,두산
10, , , , , , ,유땅, ,포파,2,0,0,0,0.000,진갑용,구장 : 대구,"관중 : 8,158",2013.03.31(일),개시 : 14:01,경기시간 : 3:22,삼성,두산
11, ,2땅, ,삼진, , ,삼진, , ,3,0,0,0,0.000,김상수,구장 : 대구,"관중 : 8,158",2013.03.31(일),개시 : 14:01,경기시간 : 3:22,삼성,두산
