,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,9,10,11,12,13,14
0,3땅, ,유땅, , ,중안,중비, ,투땅,5,1,0,1,0.295,이대형,구장 : 청주,"관중 : 7,500",2008.06.01(일),개시 : 14:00,경기시간 : 3:33,LG,한화,,,,,,
1,우비, ,투땅, , ,투희번, ,좌안,유비,4,1,0,1,0.267,박경수,구장 : 청주,"관중 : 7,500",2008.06.01(일),개시 : 14:00,경기시간 : 3:33,LG,한화,,,,,,
2,삼진, ,중비, , ,좌희비, ,중홈,좌홈,4,2,4,2,0.380,안치용,구장 : 청주,"관중 : 7,500",2008.06.01(일),개시 : 14:00,경기시간 : 3:33,LG,한화,,,,,,
3, ,투안, ,유땅, ,1땅, ,2땅,좌안,5,2,0,0,0.354,페타지니,구장 : 청주,"관중 : 7,500",2008.06.01(일),개시 : 14:00,경기시간 : 3:33,LG,한화,,,,,,
4, , , , , , , , , ,0,0,0,1,0.282,김준호,구장 : 청주,"관중 : 7,500",2008.06.01(일),개시 : 14:00,경기시간 : 3:33,LG,한화,,,,,,
5, , , , , , , , , ,0,0,0,0,0.000,정재복,구장 : 청주,"관중 : 7,500",2008.06.01(일),개시 : 14:00,경기시간 : 3:33,LG,한화,,,,,,
6, , , , , , , , , ,0,0,0,0,0.000,김수형,구장 : 청주,"관중 : 7,500",2008.06.01(일),개시 : 14:00,경기시간 : 3:33,LG,한화,,,,,,
7, ,유병, ,우비, , ,좌안,2비,중홈,5,2,2,2,0.288,최동수,구장 : 청주,"관중 : 7,500",2008.06.01(일),개시 : 14:00,경기시간 : 3:33,LG,한화,,,,,,
8, ,좌안, ,2땅, , ,투희번,좌2,우안,4,3,0,1,0.289,손인호,구장 : 청주,"관중 : 7,500",2008.06.01(일),개시 : 14:00,경기시간 : 3:33,LG,한화,,,,,,
9, ,우안, , ,3땅, ,4구,좌2,삼진,4,2,1,0,0.213,박용근,구장 : 청주,"관중 : 7,500",2008.06.01(일),개시 : 14:00,경기시간 : 3:33,LG,한화,,,,,,
10, ,4구, , ,2땅, ,우안,사구, ,2,1,1,0,0.311,김정민,구장 : 청주,"관중 : 7,500",2008.06.01(일),개시 : 14:00,경기시간 : 3:33,LG,한화,,,,,,
11, ,2직, , ,2땅, , , , ,2,0,0,0,0.191,김상현,구장 : 청주,"관중 : 7,500",2008.06.01(일),개시 : 14:00,경기시간 : 3:33,LG,한화,,,,,,
12, , , , , , ,투땅, , ,1,0,0,0,0.194,이성열,구장 : 청주,"관중 : 7,500",2008.06.01(일),개시 : 14:00,경기시간 : 3:33,LG,한화,,,,,,
13, , , , , , , ,좌안, ,1,1,0,0,0.261,채종국,구장 : 청주,"관중 : 7,500",2008.06.01(일),개시 : 14:00,경기시간 : 3:33,LG,한화,,,,,,
0,중비, ,2땅, ,삼진, , , , ,3,0,0,0,0.314,이영우,구장 : 청주,"관중 : 7,500",2008.06.01(일),개시 : 14:00,경기시간 : 3:33,한화,LG,,,,,,
1, , , , , , ,2땅, ,중비,2,0,0,0,0.184,윤재국,구장 : 청주,"관중 : 7,500",2008.06.01(일),개시 : 14:00,경기시간 : 3:33,한화,LG,,,,,,
2,2땅, ,유땅, ,좌비, , ,중비, ,4,0,0,0,0.283,추승우,구장 : 청주,"관중 : 7,500",2008.06.01(일),개시 : 14:00,경기시간 : 3:33,한화,LG,,,,,,
3,중안, ,삼진, ,중비, , ,좌안, ,4,2,0,2,0.314,클락,구장 : 청주,"관중 : 7,500",2008.06.01(일),개시 : 14:00,경기시간 : 3:33,한화,LG,,,,,,
4,2중안, , ,4구, ,2직, ,좌2, ,3,2,1,0,0.336,김태균,구장 : 청주,"관중 : 7,500",2008.06.01(일),개시 : 14:00,경기시간 : 3:33,한화,LG,,,,,,
5,4구, , ,좌안, ,유땅, ,2땅, ,3,1,1,0,0.275,이범호,구장 : 청주,"관중 : 7,500",2008.06.01(일),개시 : 14:00,경기시간 : 3:33,한화,LG,,,,,,
6,우비, , ,좌비, ,유땅, ,중비, ,4,0,0,0,0.263,김태완,구장 : 청주,"관중 : 7,500",2008.06.01(일),개시 : 14:00,경기시간 : 3:33,한화,LG,,,,,,
7, ,우비, ,우파, , ,좌중안, , ,3,1,0,0,0.245,김민재,구장 : 청주,"관중 : 7,500",2008.06.01(일),개시 : 14:00,경기시간 : 3:33,한화,LG,,,,,,
8, , , , , , , , ,포파,1,0,0,0,0.154,오선진,구장 : 청주,"관중 : 7,500",2008.06.01(일),개시 : 14:00,경기시간 : 3:33,한화,LG,,,,,,
9, ,삼진, ,1직, , ,포희번, , ,2,0,0,0,0.169,한상훈,구장 : 청주,"관중 : 7,500",2008.06.01(일),개시 : 14:00,경기시간 : 3:33,한화,LG,,,,,,
10, , , , , , , , ,2땅,1,0,0,0,0.348,송광민,구장 : 청주,"관중 : 7,500",2008.06.01(일),개시 : 14:00,경기시간 : 3:33,한화,LG,,,,,,
11, ,유땅, , ,중안, , , , ,2,1,0,0,0.165,이희근,구장 : 청주,"관중 : 7,500",2008.06.01(일),개시 : 14:00,경기시간 : 3:33,한화,LG,,,,,,
12, , , , , , ,삼진, , ,1,0,0,0,0.205,이도형,구장 : 청주,"관중 : 7,500",2008.06.01(일),개시 : 14:00,경기시간 : 3:33,한화,LG,,,,,,
13, , , , , , , , ,4구,0,0,0,0,0.250,정범모,구장 : 청주,"관중 : 7,500",2008.06.01(일),개시 : 14:00,경기시간 : 3:33,한화,LG,,,,,,
0,중비,투땅, ,4구, ,3땅, ,투땅, ,4,0,0,1,0.311,정수근,구장 : 목동,"관중 : 11,252",2008.06.01(일),개시 : 17:02,경기시간 : 3:00,롯데,우리,,,,,,
1, , , , , , , , , ,0,0,0,0,0.177,이승화,구장 : 목동,"관중 : 11,252",2008.06.01(일),개시 : 17:02,경기시간 : 3:00,롯데,우리,,,,,,
2,4구,우중2, ,중안, ,유땅, ,중비, ,4,2,4,2,0.278,김주찬,구장 : 목동,"관중 : 11,252",2008.06.01(일),개시 : 17:02,경기시간 : 3:00,롯데,우리,,,,,,
3,중안,중안, ,중비, ,중비, , ,중2,5,3,2,1,0.347,조성환,구장 : 목동,"관중 : 11,252",2008.06.01(일),개시 : 17:02,경기시간 : 3:00,롯데,우리,,,,,,
4,4구,2땅, ,유땅, , ,유땅, ,사구,3,0,0,0,0.335,이대호,구장 : 목동,"관중 : 11,252",2008.06.01(일),개시 : 17:02,경기시간 : 3:00,롯데,우리,,,,,,
5, , , , , , , , , ,0,0,0,0,0.273,손광민,구장 : 목동,"관중 : 11,252",2008.06.01(일),개시 : 17:02,경기시간 : 3:00,롯데,우리,,,,,,
6,3병, ,중안, ,중안, ,우비, ,삼진,5,2,0,1,0.337,강민호,구장 : 목동,"관중 : 11,252",2008.06.01(일),개시 : 17:02,경기시간 : 3:00,롯데,우리,,,,,,
7, ,삼진,2병, ,좌중2, ,중비, ,중희비,4,1,1,0,0.267,가르시아,구장 : 목동,"관중 : 11,252",2008.06.01(일),개시 : 17:02,경기시간 : 3:00,롯데,우리,,,,,,
8, ,4구,2비, ,유땅, , ,유실,삼진,4,0,1,0,0.194,이원석,구장 : 목동,"관중 : 11,252",2008.06.01(일),개시 : 17:02,경기시간 : 3:00,롯데,우리,,,,,,
9, ,1땅, ,중비,유땅, , ,우안, ,4,1,0,1,0.220,박현승,구장 : 목동,"관중 : 11,252",2008.06.01(일),개시 : 17:02,경기시간 : 3:00,롯데,우리,,,,,,
10, ,4구, ,좌안,우비, , ,삼진, ,3,1,0,2,0.260,박기혁,구장 : 목동,"관중 : 11,252",2008.06.01(일),개시 : 17:02,경기시간 : 3:00,롯데,우리,,,,,,
0,중안, , ,우2, ,우2, ,좌안, ,4,4,0,1,0.369,전준호,구장 : 목동,"관중 : 11,252",2008.06.01(일),개시 : 17:02,경기시간 : 3:00,우리,롯데,,,,,,
1,삼진, , ,1땅, , , , , ,2,0,0,0,0.273,유재신,구장 : 목동,"관중 : 11,252",2008.06.01(일),개시 : 17:02,경기시간 : 3:00,우리,롯데,,,,,,
2, , , , , ,투땅, ,2땅, ,2,0,0,0,0.219,강병식,구장 : 목동,"관중 : 11,252",2008.06.01(일),개시 : 17:02,경기시간 : 3:00,우리,롯데,,,,,,
3,우비, , ,2땅, ,우희비, , , ,2,0,2,0,0.300,이택근,구장 : 목동,"관중 : 11,252",2008.06.01(일),개시 : 17:02,경기시간 : 3:00,우리,롯데,,,,,,
4, , , , , , , ,3땅, ,1,0,0,0,0.159,강정호,구장 : 목동,"관중 : 11,252",2008.06.01(일),개시 : 17:02,경기시간 : 3:00,우리,롯데,,,,,,
5, ,유땅, ,우비, ,3땅, , ,우비,4,0,0,0,0.279,브룸바,구장 : 목동,"관중 : 11,252",2008.06.01(일),개시 : 17:02,경기시간 : 3:00,우리,롯데,,,,,,
6, ,삼진, , ,좌중2, ,3땅, ,삼진,4,1,0,0,0.309,송지만,구장 : 목동,"관중 : 11,252",2008.06.01(일),개시 : 17:02,경기시간 : 3:00,우리,롯데,,,,,,
7, ,3땅, , ,중비, ,중안, , ,3,1,0,0,0.262,정성훈,구장 : 목동,"관중 : 11,252",2008.06.01(일),개시 : 17:02,경기시간 : 3:00,우리,롯데,,,,,,
8, , , , , , , , ,2파,1,0,0,0,0.148,권도영,구장 : 목동,"관중 : 11,252",2008.06.01(일),개시 : 17:02,경기시간 : 3:00,우리,롯데,,,,,,
9, , ,1땅, ,4구, ,2병, , ,2,0,0,0,0.229,전근표,구장 : 목동,"관중 : 11,252",2008.06.01(일),개시 : 17:02,경기시간 : 3:00,우리,롯데,,,,,,
10, , ,우비, ,3병, , ,우비, ,3,0,0,0,0.125,김동수,구장 : 목동,"관중 : 11,252",2008.06.01(일),개시 : 17:02,경기시간 : 3:00,우리,롯데,,,,,,
11, , ,3안, , ,좌안, ,중안, ,3,3,0,2,0.267,황재균,구장 : 목동,"관중 : 11,252",2008.06.01(일),개시 : 17:02,경기시간 : 3:00,우리,롯데,,,,,,
0,유땅,중안, ,중비, ,중희비,우안,우중안,좌안,6,4,2,1,0.294,정근우,구장 : 시민,"관중 : 12,000",2008.06.01(일),개시 : 17:02,경기시간 : 3:05,SK,삼성,,,,,,
1,2땅,우비, ,좌비, ,4구,2땅,4구,투땅,5,0,0,1,0.320,박재상,구장 : 시민,"관중 : 12,000",2008.06.01(일),개시 : 17:02,경기시간 : 3:05,SK,삼성,,,,,,
2,4구, ,우안,1땅, ,유비, ,좌안, ,4,2,0,1,0.304,김재현,구장 : 시민,"관중 : 12,000",2008.06.01(일),개시 : 17:02,경기시간 : 3:05,SK,삼성,,,,,,
3, , , , , , , ,좌안,삼진,2,1,2,2,0.153,모창민,구장 : 시민,"관중 : 12,000",2008.06.01(일),개시 : 17:02,경기시간 : 3:05,SK,삼성,,,,,,
4,좌중2, ,좌안, ,4구,투안, ,중안, ,4,4,0,2,0.391,박재홍,구장 : 시민,"관중 : 12,000",2008.06.01(일),개시 : 17:02,경기시간 : 3:05,SK,삼성,,,,,,
5, , , , , , , ,사구, ,0,0,0,2,0.194,김강민,구장 : 시민,"관중 : 12,000",2008.06.01(일),개시 : 17:02,경기시간 : 3:05,SK,삼성,,,,,,
6,4구, ,사구, ,중홈,4구, ,3실/ 좌안, ,3,2,4,4,0.333,최정,구장 : 시민,"관중 : 12,000",2008.06.01(일),개시 : 17:02,경기시간 : 3:05,SK,삼성,,,,,,
7,우비, , , , , , , , ,1,0,0,0,0.193,박정권,구장 : 시민,"관중 : 12,000",2008.06.01(일),개시 : 17:02,경기시간 : 3:05,SK,삼성,,,,,,
8, , ,4구, ,유땅,2비, ,유비/ 우안, ,4,1,2,1,0.222,정경배,구장 : 시민,"관중 : 12,000",2008.06.01(일),개시 : 17:02,경기시간 : 3:05,SK,삼성,,,,,,
9, ,삼진,좌안, ,중비, ,삼진,좌2/ 우희비, ,5,2,5,1,0.295,나주환,구장 : 시민,"관중 : 12,000",2008.06.01(일),개시 : 17:02,경기시간 : 3:05,SK,삼성,,,,,,
10, ,유비,3희번, ,삼진, ,4구,좌안/ 삼진, ,4,1,2,1,0.218,정상호,구장 : 시민,"관중 : 12,000",2008.06.01(일),개시 : 17:02,경기시간 : 3:05,SK,삼성,,,,,,
11, ,사구,우희비, , ,중3,좌비,우안,우비,4,2,1,2,0.238,조동화,구장 : 시민,"관중 : 12,000",2008.06.01(일),개시 : 17:02,경기시간 : 3:05,SK,삼성,,,,,,
0,2땅, ,좌비,좌비, , , , , ,3,0,0,0,0.363,박한이,구장 : 시민,"관중 : 12,000",2008.06.01(일),개시 : 17:02,경기시간 : 3:05,삼성,SK,,,,,,
1, , , , , , ,중안, , ,1,1,0,0,0.356,강봉규,구장 : 시민,"관중 : 12,000",2008.06.01(일),개시 : 17:02,경기시간 : 3:05,삼성,SK,,,,,,
2,4구, ,투안, ,유땅, ,2땅, , ,3,1,0,0,0.260,박종호,구장 : 시민,"관중 : 12,000",2008.06.01(일),개시 : 17:02,경기시간 : 3:05,삼성,SK,,,,,,
3,우안, ,삼진, ,우비, , ,중안, ,4,2,0,0,0.216,양준혁,구장 : 시민,"관중 : 12,000",2008.06.01(일),개시 : 17:02,경기시간 : 3:05,삼성,SK,,,,,,
4,우비, ,좌중2, ,우비, , ,2유병, ,4,1,0,0,0.305,박석민,구장 : 시민,"관중 : 12,000",2008.06.01(일),개시 : 17:02,경기시간 : 3:05,삼성,SK,,,,,,
5,2땅, ,2땅, , ,중비, ,우비, ,4,0,0,0,0.362,채태인,구장 : 시민,"관중 : 12,000",2008.06.01(일),개시 : 17:02,경기시간 : 3:05,삼성,SK,,,,,,
6, ,삼진, ,삼진, , , , , ,2,0,0,0,0.286,진갑용,구장 : 시민,"관중 : 12,000",2008.06.01(일),개시 : 17:02,경기시간 : 3:05,삼성,SK,,,,,,
7, , , , , ,3땅, , ,유땅,2,0,0,0,0.000,현재윤,구장 : 시민,"관중 : 12,000",2008.06.01(일),개시 : 17:02,경기시간 : 3:05,삼성,SK,,,,,,
8, ,삼진, ,우안, ,좌비, , ,1땅,4,1,0,0,0.257,최형우,구장 : 시민,"관중 : 12,000",2008.06.01(일),개시 : 17:02,경기시간 : 3:05,삼성,SK,,,,,,
9, ,우중2, ,우중안, , , , , ,2,2,0,0,0.333,김창희,구장 : 시민,"관중 : 12,000",2008.06.01(일),개시 : 17:02,경기시간 : 3:05,삼성,SK,,,,,,
10, , , , , , ,삼진, , ,1,0,0,0,0.152,허승민,구장 : 시민,"관중 : 12,000",2008.06.01(일),개시 : 17:02,경기시간 : 3:05,삼성,SK,,,,,,
11, , , , , , , , ,중안,1,1,0,0,0.205,신명철,구장 : 시민,"관중 : 12,000",2008.06.01(일),개시 : 17:02,경기시간 : 3:05,삼성,SK,,,,,,
12, ,중비, ,삼진, , ,좌비, ,좌비,4,0,0,0,0.257,김재걸,구장 : 시민,"관중 : 12,000",2008.06.01(일),개시 : 17:02,경기시간 : 3:05,삼성,SK,,,,,,
0,2땅,좌비, ,4구,4구, , ,우비, ,3,0,0,0,0.315,이용규,구장 : 잠실,"관중 : 30,500",2008.06.01(일),개시 : 17:01,경기시간 : 3:20,KIA,두산,,,,,,
1,좌비,유비, ,투희번,중안, , ,좌안, ,4,2,1,0,0.313,이종범,구장 : 잠실,"관중 : 30,500",2008.06.01(일),개시 : 17:01,경기시간 : 3:20,KIA,두산,,,,,,
2,우홈,우비, ,2땅, ,우파, ,유병, ,5,1,1,1,0.372,장성호,구장 : 잠실,"관중 : 30,500",2008.06.01(일),개시 : 17:01,경기시간 : 3:20,KIA,두산,,,,,,
3, , , , , , , , , ,0,0,0,0,0.128,채종범,구장 : 잠실,"관중 : 30,500",2008.06.01(일),개시 : 17:01,경기시간 : 3:20,KIA,두산,,,,,,
4,좌홈, ,우안,삼진, ,삼진, , ,4구,4,2,1,1,0.330,이재주,구장 : 잠실,"관중 : 30,500",2008.06.01(일),개시 : 17:01,경기시간 : 3:20,KIA,두산,,,,,,
5, , , , , , , , , ,0,0,0,0,0.000,김형철,구장 : 잠실,"관중 : 30,500",2008.06.01(일),개시 : 17:01,경기시간 : 3:20,KIA,두산,,,,,,
6,4구, ,중비, ,좌2,중비, , , ,3,1,0,2,0.362,최경환,구장 : 잠실,"관중 : 30,500",2008.06.01(일),개시 : 17:01,경기시간 : 3:20,KIA,두산,,,,,,
7, , , , , , , , ,중비,1,0,0,0,0.346,김원섭,구장 : 잠실,"관중 : 30,500",2008.06.01(일),개시 : 17:01,경기시간 : 3:20,KIA,두산,,,,,,
8,좌중3, ,좌안, ,좌안, ,우안, ,좌비,5,4,1,2,0.284,이현곤,구장 : 잠실,"관중 : 30,500",2008.06.01(일),개시 : 17:01,경기시간 : 3:20,KIA,두산,,,,,,
9,우안, ,좌안, ,삼진, ,1직, ,삼진,5,2,1,0,0.247,김선빈,구장 : 잠실,"관중 : 30,500",2008.06.01(일),개시 : 17:01,경기시간 : 3:20,KIA,두산,,,,,,
10,좌비, ,삼진, ,좌안, ,중비, , ,4,1,1,0,0.260,차일목,구장 : 잠실,"관중 : 30,500",2008.06.01(일),개시 : 17:01,경기시간 : 3:20,KIA,두산,,,,,,
11, ,유실,2땅, ,투번, , ,좌안, ,4,1,0,0,0.194,김종국,구장 : 잠실,"관중 : 30,500",2008.06.01(일),개시 : 17:01,경기시간 : 3:20,KIA,두산,,,,,,
0,좌중2,4구, ,좌비, , ,좌비, ,2유병,4,1,0,1,0.305,이종욱,구장 : 잠실,"관중 : 30,500",2008.06.01(일),개시 : 17:01,경기시간 : 3:20,두산,KIA,,,,,,
1,중비,1땅, , ,중비, , ,2땅, ,4,0,0,0,0.347,김현수,구장 : 잠실,"관중 : 30,500",2008.06.01(일),개시 : 17:01,경기시간 : 3:20,두산,KIA,,,,,,
2,좌안, ,삼진, ,우비, , ,4구, ,3,1,0,1,0.281,고영민,구장 : 잠실,"관중 : 30,500",2008.06.01(일),개시 : 17:01,경기시간 : 3:20,두산,KIA,,,,,,
3,좌안, ,중비, ,2비, , ,4구, ,3,1,1,0,0.290,김동주,구장 : 잠실,"관중 : 30,500",2008.06.01(일),개시 : 17:01,경기시간 : 3:20,두산,KIA,,,,,,
4,2비, ,좌중2, , ,유땅, ,중안, ,4,2,1,0,0.344,홍성흔,구장 : 잠실,"관중 : 30,500",2008.06.01(일),개시 : 17:01,경기시간 : 3:20,두산,KIA,,,,,,
5,3비, ,1비, , ,유땅, , , ,3,0,0,0,0.212,안경현,구장 : 잠실,"관중 : 30,500",2008.06.01(일),개시 : 17:01,경기시간 : 3:20,두산,KIA,,,,,,
6, , , , , , , ,삼진, ,1,0,0,0,0.289,유재웅,구장 : 잠실,"관중 : 30,500",2008.06.01(일),개시 : 17:01,경기시간 : 3:20,두산,KIA,,,,,,
7, , , , , , , , , ,0,0,0,0,0.233,정원석,구장 : 잠실,"관중 : 30,500",2008.06.01(일),개시 : 17:01,경기시간 : 3:20,두산,KIA,,,,,,
8, ,3땅, ,4구, ,2땅, ,투땅, ,3,0,0,0,0.203,이대수,구장 : 잠실,"관중 : 30,500",2008.06.01(일),개시 : 17:01,경기시간 : 3:20,두산,KIA,,,,,,
9, , , , , , , , , ,0,0,0,0,0.000,최재훈,구장 : 잠실,"관중 : 30,500",2008.06.01(일),개시 : 17:01,경기시간 : 3:20,두산,KIA,,,,,,
10, ,우중안, ,삼진, , ,포비, , ,3,1,0,0,0.189,채상병,구장 : 잠실,"관중 : 30,500",2008.06.01(일),개시 : 17:01,경기시간 : 3:20,두산,KIA,,,,,,
11, , , , , , , , ,4구,0,0,0,0,0.253,김재호,구장 : 잠실,"관중 : 30,500",2008.06.01(일),개시 : 17:01,경기시간 : 3:20,두산,KIA,,,,,,
12, ,우비, ,삼진, , ,유땅, , ,3,0,0,0,0.194,민병헌,구장 : 잠실,"관중 : 30,500",2008.06.01(일),개시 : 17:01,경기시간 : 3:20,두산,KIA,,,,,,
13, , , , , , , , ,1땅,1,0,0,0,0.260,오재원,구장 : 잠실,"관중 : 30,500",2008.06.01(일),개시 : 17:01,경기시간 : 3:20,두산,KIA,,,,,,
0,좌비, ,1땅, ,우비, , , , ,3,0,0,0,0.309,이영우,구장 : 무등,"관중 : 4,194",2008.06.03(화),개시 : 18:30,경기시간 : 3:29,한화,KIA,,,,,,
1, , , , , , , ,삼진, ,1,0,0,0,0.333,송광민,구장 : 무등,"관중 : 4,194",2008.06.03(화),개시 : 18:30,경기시간 : 3:29,한화,KIA,,,,,,
2, , , , , , , , ,좌비,1,0,0,0,0.237,오승택,구장 : 무등,"관중 : 4,194",2008.06.03(화),개시 : 18:30,경기시간 : 3:29,한화,KIA,,,,,,
3,좌비, ,좌비, , ,유땅, ,우안,1땅,5,1,0,0,0.280,추승우,구장 : 무등,"관중 : 4,194",2008.06.03(화),개시 : 18:30,경기시간 : 3:29,한화,KIA,,,,,,
4,2땅, , ,우2, ,좌비, ,삼진, ,4,1,0,1,0.313,클락,구장 : 무등,"관중 : 4,194",2008.06.03(화),개시 : 18:30,경기시간 : 3:29,한화,KIA,,,,,,
5, ,중안, ,중2, ,4구, ,삼진, ,3,2,0,1,0.342,김태균,구장 : 무등,"관중 : 4,194",2008.06.03(화),개시 : 18:30,경기시간 : 3:29,한화,KIA,,,,,,
6, ,우중2, ,유실, ,투땅, , , ,3,1,1,0,0.276,이범호,구장 : 무등,"관중 : 4,194",2008.06.03(화),개시 : 18:30,경기시간 : 3:29,한화,KIA,,,,,,
7, , , , , , , , ,3땅,1,0,0,0,0.143,오선진,구장 : 무등,"관중 : 4,194",2008.06.03(화),개시 : 18:30,경기시간 : 3:29,한화,KIA,,,,,,
8, ,유땅, ,1유병, , , , , ,2,0,0,0,0.260,김태완,구장 : 무등,"관중 : 4,194",2008.06.03(화),개시 : 18:30,경기시간 : 3:29,한화,KIA,,,,,,
9, , , , , , ,좌비, ,좌안,2,1,0,1,0.200,윤재국,구장 : 무등,"관중 : 4,194",2008.06.03(화),개시 : 18:30,경기시간 : 3:29,한화,KIA,,,,,,
10, ,우희비, ,중비, , ,유땅, ,우안,3,1,1,1,0.173,한상훈,구장 : 무등,"관중 : 4,194",2008.06.03(화),개시 : 18:30,경기시간 : 3:29,한화,KIA,,,,,,
11, ,좌비, , ,2땅, ,2안, ,야선,4,1,1,0,0.215,신경현,구장 : 무등,"관중 : 4,194",2008.06.03(화),개시 : 18:30,경기시간 : 3:29,한화,KIA,,,,,,
12, , , , , , , , , ,0,0,0,0,0.176,이여상,구장 : 무등,"관중 : 4,194",2008.06.03(화),개시 : 18:30,경기시간 : 3:29,한화,KIA,,,,,,
13, , , , , , , , , ,0,0,0,0,0.165,이희근,구장 : 무등,"관중 : 4,194",2008.06.03(화),개시 : 18:30,경기시간 : 3:29,한화,KIA,,,,,,
14, , ,좌비, ,유땅, ,우비, ,우안,4,1,1,0,0.246,김민재,구장 : 무등,"관중 : 4,194",2008.06.03(화),개시 : 18:30,경기시간 : 3:29,한화,KIA,,,,,,
0,1땅, ,중안,삼진, , ,포파, ,삼진,5,1,0,1,0.312,이용규,구장 : 무등,"관중 : 4,194",2008.06.03(화),개시 : 18:30,경기시간 : 3:29,KIA,한화,,,,,,
1,우중3, ,좌비,3직, , ,2땅, , ,4,1,0,0,0.311,이종범,구장 : 무등,"관중 : 4,194",2008.06.03(화),개시 : 18:30,경기시간 : 3:29,KIA,한화,,,,,,
2,1파, ,4구, ,2땅, ,우안, , ,3,1,0,0,0.371,장성호,구장 : 무등,"관중 : 4,194",2008.06.03(화),개시 : 18:30,경기시간 : 3:29,KIA,한화,,,,,,
3,4구, ,유비, ,중비, ,3땅, , ,3,0,0,0,0.321,이재주,구장 : 무등,"관중 : 4,194",2008.06.03(화),개시 : 18:30,경기시간 : 3:29,KIA,한화,,,,,,
4,4구, ,4구, ,4구, , ,4구, ,0,0,0,0,0.346,김원섭,구장 : 무등,"관중 : 4,194",2008.06.03(화),개시 : 18:30,경기시간 : 3:29,KIA,한화,,,,,,
5,우비, ,스낫, ,우비, , ,투유병, ,4,0,0,0,0.279,이현곤,구장 : 무등,"관중 : 4,194",2008.06.03(화),개시 : 18:30,경기시간 : 3:29,KIA,한화,,,,,,
6, ,좌안,투땅, , ,4구, ,삼진, ,3,1,0,0,0.250,김선빈,구장 : 무등,"관중 : 4,194",2008.06.03(화),개시 : 18:30,경기시간 : 3:29,KIA,한화,,,,,,
7, ,2유병, ,삼진, ,1희선, , ,중비,3,0,0,0,0.252,차일목,구장 : 무등,"관중 : 4,194",2008.06.03(화),개시 : 18:30,경기시간 : 3:29,KIA,한화,,,,,,
8, ,우비, ,스낫, ,유2병, , , ,3,0,0,0,0.188,김종국,구장 : 무등,"관중 : 4,194",2008.06.03(화),개시 : 18:30,경기시간 : 3:29,KIA,한화,,,,,,
9, , , , , , , , ,삼진,1,0,0,0,0.125,채종범,구장 : 무등,"관중 : 4,194",2008.06.03(화),개시 : 18:30,경기시간 : 3:29,KIA,한화,,,,,,
0,삼진, ,삼진, ,2직, , ,1땅, ,4,0,0,0,0.353,박한이,구장 : 잠실,"관중 : 7,089",2008.06.03(화),개시 : 18:29,경기시간 : 2:49,삼성,LG,,,,,,
1, , , , , , , , , ,0,0,0,0,0.152,허승민,구장 : 잠실,"관중 : 7,089",2008.06.03(화),개시 : 18:29,경기시간 : 2:49,삼성,LG,,,,,,
2,삼진, ,좌안, , ,삼진, , , ,3,1,0,1,0.209,신명철,구장 : 잠실,"관중 : 7,089",2008.06.03(화),개시 : 18:29,경기시간 : 2:49,삼성,LG,,,,,,
3, , , , , , , ,4구, ,0,0,0,0,0.260,박종호,구장 : 잠실,"관중 : 7,089",2008.06.03(화),개시 : 18:29,경기시간 : 2:49,삼성,LG,,,,,,
4,중안, ,우3, , ,4구, ,유땅, ,3,2,1,0,0.225,양준혁,구장 : 잠실,"관중 : 7,089",2008.06.03(화),개시 : 18:29,경기시간 : 2:49,삼성,LG,,,,,,
5,중안, ,유비, , ,유2병, , ,좌비,4,1,0,0,0.304,박석민,구장 : 잠실,"관중 : 7,089",2008.06.03(화),개시 : 18:29,경기시간 : 2:49,삼성,LG,,,,,,
6,2땅, , ,투비, , ,2땅, ,좌비,4,0,0,0,0.333,채태인,구장 : 잠실,"관중 : 7,089",2008.06.03(화),개시 : 18:29,경기시간 : 2:49,삼성,LG,,,,,,
7, ,3땅, ,삼진, , ,좌중안, ,좌비,4,1,0,0,0.347,강봉규,구장 : 잠실,"관중 : 7,089",2008.06.03(화),개시 : 18:29,경기시간 : 2:49,삼성,LG,,,,,,
8, ,중비, ,유땅, , ,유땅, , ,3,0,0,0,0.217,박진만,구장 : 잠실,"관중 : 7,089",2008.06.03(화),개시 : 18:29,경기시간 : 2:49,삼성,LG,,,,,,
9, , , , , , , , , ,0,0,0,0,0.257,김재걸,구장 : 잠실,"관중 : 7,089",2008.06.03(화),개시 : 18:29,경기시간 : 2:49,삼성,LG,,,,,,
10, ,2땅, , ,삼진, ,투땅, , ,3,0,0,0,0.280,진갑용,구장 : 잠실,"관중 : 7,089",2008.06.03(화),개시 : 18:29,경기시간 : 2:49,삼성,LG,,,,,,
11, , , , , , , , , ,0,0,0,0,0.000,현재윤,구장 : 잠실,"관중 : 7,089",2008.06.03(화),개시 : 18:29,경기시간 : 2:49,삼성,LG,,,,,,
12, , ,삼진, ,1땅, , , , ,2,0,0,0,0.325,김창희,구장 : 잠실,"관중 : 7,089",2008.06.03(화),개시 : 18:29,경기시간 : 2:49,삼성,LG,,,,,,
13, , , , , , , ,삼진, ,1,0,0,0,0.255,최형우,구장 : 잠실,"관중 : 7,089",2008.06.03(화),개시 : 18:29,경기시간 : 2:49,삼성,LG,,,,,,
